order_id,order_datetime,customer_id,channel,payment_method,status
O502216,2024-05-02 03:00:00,C10275,Marketplace,Transfer,Completed
O502217,2025-07-19 07:00:00,C10788,Web,Credit Card,Cancelled
O502218,2025-05-28 05:00:00,C10849,Web,Credit Card,Completed
O502219,2024-05-03 19:00:00,C10824,Web,MercadoPago,Completed
O502220,2024-03-25 01:00:00,C10177,Mobile App,Credit Card,Completed
O502221,2024-11-04 23:00:00,C10841,Instagram,Debit Card,Completed
O502222,2024-04-10 15:00:00,C10353,Instagram,Transfer,Pending
O502223,2025-06-16 14:00:00,C10153,Web,Cash,Completed
O502224,2024-05-09 00:00:00,C10200,Web,Credit Card,Completed
O502225,2024-03-08 01:00:00,C10877,Web,Credit Card,Completed
O502226,2024-01-30 21:00:00,C10114,Web,MercadoPago,Refunded
O502227,2024-05-28 09:00:00,C10670,Mobile App,MercadoPago,Completed
O502228,2025-01-18 16:00:00,C10553,Instagram,Transfer,Completed
O502229,2025-05-04 21:00:00,C10758,WhatsApp,Debit Card,Completed
O502230,2025-07-21 17:00:00,C10067,Mobile App,Credit Card,Completed
O502231,2025-06-21 05:00:00,C10444,Marketplace,Debit Card,Cancelled
O502232,2025-06-11 14:00:00,C10444,Mobile App,MercadoPago,Cancelled
O502233,2024-10-09 14:00:00,C10325,Web,MercadoPago,Cancelled
O502234,2025-02-27 00:00:00,C10845,Mobile App,Credit Card,Cancelled
O502235,2024-02-13 16:00:00,C10707,Mobile App,Credit Card,Completed
O502236,2025-02-01 21:00:00,C10601,Marketplace,Debit Card,Completed
O502237,2025-04-29 02:00:00,C10622,Web,Cash,Completed
O502238,2024-12-12 03:00:00,C10879,Web,Transfer,Completed
O502239,2025-03-04 15:00:00,C10358,Web,Credit Card,Completed
O502240,2024-11-25 09:00:00,C10144,WhatsApp,Credit Card,Completed
O502241,2025-02-20 09:00:00,C10274,Web,Debit Card,Pending
O502242,2025-03-06 18:00:00,C10508,Marketplace,Credit Card,Completed
O502243,2024-08-20 10:00:00,C10178,Marketplace,MercadoPago,Refunded
O502244,2025-07-30 10:00:00,C10752,web,MercadoPago,Completed
O502245,2024-03-08 12:00:00,C10837,Mobile App,Debit Card,Completed
O502246,2024-09-29 20:00:00,C10830,Instagram,Credit Card,Completed
O502247,2024-11-03 13:00:00,C10476,Mobile App,MercadoPago,Completed
O502248,2024-07-18 04:00:00,C10842,Instagram,Credit Card,Completed
O502249,2025-04-09 06:00:00,C10413,Web,Credit Card,Completed
O502250,2024-06-07 00:00:00,C10152,Web,MercadoPago,Completed
O502251,2025-07-27 07:00:00,C10103,Instagram,MercadoPago,Completed
O502252,2024-05-02 13:00:00,C10074,Marketplace,MercadoPago,Completed
O502253,2024-08-25 07:00:00,C10127,WhatsApp,Credit Card,Completed
O502254,2024-09-23 17:00:00,C10710,Mobile App,Credit Card,Completed
O502255,2025-06-29 17:00:00,C10665,Instagram,Credit Card,Completed
O502256,2025-01-17 01:00:00,C10567,Marketplace,Credit Card,Completed
O502257,2024-09-15 05:00:00,C10789,Marketplace,MercadoPago,Completed
O502258,2025-04-14 02:00:00,C10344,Mobile App,Credit Card,Completed
O502259,2024-08-15 02:00:00,C10530,Web,Transfer,Completed
O502260,2025-01-08 23:00:00,C10158,Instagram,Credit Card,Completed
O502261,2024-12-17 08:00:00,C10537,web,Credit Card,Completed
O502262,2024-09-01 18:00:00,C10425,Mobile App,Cash,Completed
O502263,2024-03-05 17:00:00,C10680,Web,Credit Card,Completed
O502264,2025-06-16 02:00:00,C10022,Mobile App,Credit Card,Completed
O502265,2024-02-12 04:00:00,C10046,Mobile App,Credit Card,Completed
O502266,2024-12-15 02:00:00,C10524,Web,Credit Card,Completed
O502267,2024-03-19 09:00:00,C10728,Instagram,Debit Card,Completed
O502268,2024-10-10 07:00:00,C10833,Web,Credit Card,Completed
O502269,2025-07-05 16:00:00,C10705,Mobile App,Transfer,Pending
O502270,2025-07-23 19:00:00,C10143,Web,MercadoPago,Completed
O502271,2024-07-10 02:00:00,C10584,Web,Debit Card,Refunded
O502272,2024-12-25 06:00:00,C10667,Web,Credit Card,Completed
O502273,2024-12-17 06:00:00,C10588,marketplace,Debit Card,Completed
O502274,2024-09-25 15:00:00,C10418,Web,Credit Card,Completed
O502275,2024-04-07 17:00:00,C10680,Instagram,Debit Card,Completed
O502276,2024-01-04 03:00:00,C10798,Web,Transfer,Completed
O502277,2025-02-01 20:00:00,C10084,Web,Credit Card,Completed
O502278,2024-09-01 21:00:00,C10415,Web,MercadoPago,Completed
O502279,2024-10-09 17:00:00,C10693,Web,MercadoPago,Completed
O502280,2024-07-24 02:00:00,C10481,Marketplace,MercadoPago,Completed
O502281,2024-12-03 02:00:00,C10455,Instagram,Credit Card,Completed
O502282,2024-04-07 02:00:00,C10826,Mobile App,Debit Card,Completed
O502283,2024-07-14 06:00:00,C10296,Web,MercadoPago,Completed
O502284,2024-03-20 06:00:00,C10111,Web,Credit Card,Completed
O502285,2025-05-23 13:00:00,C10229,Mobile App,MercadoPago,Completed
O502286,2024-07-13 14:00:00,C10095,WhatsApp,Credit Card,Completed
O502287,2024-10-24 15:00:00,C10679,Web,Credit Card,Completed
O502288,2025-07-03 03:00:00,C10377,marketplace,MercadoPago,Completed
O502289,2024-03-26 19:00:00,C10155,Web,MercadoPago,Completed
O502290,2024-01-06 20:00:00,C10420,Web,MercadoPago,Completed
O502291,2024-03-15 13:00:00,C10104,Mobile App,MercadoPago,Completed
O502292,2025-05-07 10:00:00,C10704,Web,Credit Card,Completed
O502293,2024-01-01 16:00:00,C10329,Marketplace,Credit Card,Completed
O502294,2025-07-11 06:00:00,C10438,Web,MercadoPago,Completed
O502295,2025-06-06 12:00:00,C10131,Marketplace,Credit Card,Completed
O502296,2024-01-20 08:00:00,C10866,Web,Transfer,Cancelled
O502297,2024-07-05 07:00:00,C10381,WhatsApp,Debit Card,Completed
O502298,2024-03-17 03:00:00,C10137,Web,Credit Card ,Pending
O502299,2025-04-12 12:00:00,C10842,Instagram,Credit Card,Completed
O502300,2024-12-28 23:00:00,C10269,Marketplace,Debit Card,Completed
O502301,2024-09-05 04:00:00,C10549,WhatsApp,MercadoPago,Completed
O502302,2024-01-04 17:00:00,C10395,Mobile App,Transfer,Completed
O502303,2024-07-19 15:00:00,C10556,Marketplace,Debit Card,Pending
O502304,2024-04-28 19:00:00,C10463,web,Debit Card,Completed
O502305,2024-04-28 11:00:00,C10674,Web,Credit Card,Refunded
O502306,2025-06-22 05:00:00,C10449,Web,Credit Card,Completed
O502307,2025-02-23 20:00:00,C10330,Web,Credit Card ,Completed
O502308,2025-05-30 03:00:00,C10252,WhatsApp,Credit Card,Cancelled
O502309,2025-01-14 21:00:00,C10680,Web,Credit Card,Completed
O502310,2025-05-11 22:00:00,C10284,Mobile App,Credit Card,Pending
O502311,2024-09-29 15:00:00,C10273,Mobile App,Credit Card,Completed
O502312,2024-09-02 21:00:00,C10019,Mobile App,Credit Card,Completed
O502313,2024-02-10 09:00:00,C10238,Mobile App,Debit Card,Completed
O502314,2024-02-15 14:00:00,C10269,Web,Debit Card,Cancelled
O502315,2024-09-12 04:00:00,C10417,Mobile App,Credit Card,Completed
O502316,2024-11-02 03:00:00,C10309,web,MercadoPago,Completed
O502317,2024-05-13 03:00:00,C10030,Instagram,Credit Card,Completed
O502318,2024-02-28 12:00:00,C10825,marketplace,MercadoPago,Completed
O502319,2025-04-26 12:00:00,C10103,WhatsApp,Credit Card,Completed
O502320,2024-10-16 04:00:00,C10681,Web,MercadoPago,Completed
O502321,2024-06-27 18:00:00,C10185,Web,Credit Card,Completed
O502322,2024-06-14 22:00:00,C10127,Web,MercadoPago,Completed
O502323,2025-06-05 11:00:00,C10209,Web,Credit Card,Completed
O502324,2025-05-23 13:00:00,C10413,Web,Transfer,Completed
O502325,2024-08-19 11:00:00,C10280,Mobile App,Credit Card,Completed
O502326,2024-11-27 10:00:00,C10252,Web,Credit Card,Completed
O502327,2025-06-15 04:00:00,C10018,Mobile App,MercadoPago,Pending
O502328,2024-07-15 09:00:00,C10711,Instagram,Credit Card,Completed
O502329,2024-05-08 20:00:00,C10731,Mobile App,MercadoPago,Completed
O502330,2024-06-22 07:00:00,C10135,Web,Credit Card,Refunded
O502331,2024-09-19 20:00:00,C10222,Web,Debit Card,Completed
O502332,2025-03-03 18:00:00,C10002,Mobile App,Transfer,Completed
O502333,2024-11-07 14:00:00,C10235,Web,Credit Card,Pending
O502334,2024-12-19 04:00:00,C10853,Mobile App,Credit Card,Completed
O502335,2024-07-24 13:00:00,C10464,Web,MercadoPago,Pending
O502336,2024-07-24 06:00:00,C10227,Instagram,MercadoPago,Completed
O502337,2025-01-25 19:00:00,C10653,Marketplace,MercadoPago,Completed
O502338,2024-06-14 09:00:00,C10498,mobile app,Credit Card,Completed
O502339,2024-05-03 13:00:00,C10520,Web,Debit Card,Completed
O502340,2024-06-28 23:00:00,C10701,Web,Credit Card,Completed
O502341,2025-01-08 23:00:00,C10861,Marketplace,Credit Card,Completed
O502342,2024-10-23 04:00:00,C10676,Mobile App,MercadoPago,Completed
O502343,2025-01-15 21:00:00,C10138,Web,Credit Card,Completed
O502344,2024-06-13 03:00:00,C10275,Web,Credit Card,Completed
O502345,2024-01-02 20:00:00,C10290,Web,Credit Card,Refunded
O502346,2024-03-16 10:00:00,C10052,Marketplace,Transfer,Completed
O502347,2024-07-09 06:00:00,C10686,Web,MercadoPago,Completed
O502348,2025-03-04 01:00:00,C10109,Mobile App,Transfer,Pending
O502349,2025-05-02 02:00:00,C10714,Mobile App,Debit Card,Completed
O502350,2025-01-10 21:00:00,C10647,Mobile App,MercadoPago,Pending
O502351,2024-03-20 13:00:00,C10003,Instagram,Debit Card,Completed
O502352,2024-09-22 04:00:00,C10666,Instagram,Credit Card,Completed
O502353,2024-04-17 13:00:00,C10683,Mobile App,Credit Card,Completed
O502354,2024-01-29 19:00:00,C10869,Web,Credit Card,Completed
O502355,2025-05-23 19:00:00,C10046,Web,Debit Card,Refunded
O502356,2025-07-23 22:00:00,C10093,Mobile App,MercadoPago,Completed
O502357,2024-02-08 19:00:00,C10559,Mobile App,Credit Card,Completed
O502358,2025-07-01 00:00:00,C10751,Mobile App,Credit Card,Completed
O502359,2024-11-25 14:00:00,C10858,Web,MercadoPago,Completed
O502360,2024-09-22 22:00:00,C10212,Mobile App,MercadoPago,Completed
O502361,2024-05-21 22:00:00,C10435,Web,Transfer,Completed
O502362,2024-12-13 11:00:00,C10851,Marketplace,Credit Card,Cancelled
O502363,2024-02-13 00:00:00,C10507,Web,Credit Card,Completed
O502364,2024-02-24 15:00:00,C10835,Marketplace,Credit Card,Completed
O502365,2024-12-23 11:00:00,C10650,Web,Credit Card,Completed
O502366,2024-05-10 01:00:00,C10204,web,Credit Card,Completed
O502367,2024-03-19 01:00:00,C10380,Marketplace,Debit Card,Completed
O502368,2025-05-05 20:00:00,C10072,Web,Credit Card,Completed
O502369,2025-01-14 11:00:00,C10515,Marketplace,Credit Card,Completed
O502370,2025-02-23 14:00:00,C10075,Mobile App,Credit Card,Completed
O502371,2024-10-09 13:00:00,C10840,Mobile App,Debit Card,Cancelled
O502372,2024-06-05 04:00:00,C10076,Web,Debit Card,Completed
O502373,2024-01-12 13:00:00,C10815,Mobile App,Debit Card,Completed
O502374,2025-02-27 17:00:00,C10767,Mobile App,Credit Card,Completed
O502375,2024-03-18 11:00:00,C10409,Mobile App,Credit Card,Completed
O502376,2025-04-12 20:00:00,C10613,Mobile App,Credit Card,Completed
O502377,2025-04-26 19:00:00,C10105,Web,Credit Card,Completed
O502378,2024-09-04 01:00:00,C10844,Web,MercadoPago,Completed
O502379,2024-10-10 00:00:00,C10550,Web,Cash,Completed
O502380,2024-07-15 09:00:00,C10475,Web,Debit Card,Pending
O502381,2025-03-08 06:00:00,C10825,Web,MercadoPago,Completed
O502382,2024-07-13 19:00:00,C10274,Marketplace,Debit Card,Completed
O502383,2024-02-18 18:00:00,C10087,Marketplace,Credit Card,Completed
O502384,2024-12-27 17:00:00,C10722,Web,Cash,Cancelled
O502385,2025-03-22 13:00:00,C10880,WhatsApp,Credit Card,Refunded
O502386,2025-01-25 14:00:00,C10076,Mobile App,Transfer,Completed
O502387,2025-06-11 23:00:00,C10076,Instagram,Credit Card,Completed
O502388,2025-06-02 18:00:00,C10441,Marketplace,Credit Card,Completed
O502389,2025-03-21 00:00:00,C10539,Marketplace,Debit Card,Completed
O502390,2025-02-23 12:00:00,C10244,Web,Credit Card,Completed
O502391,2024-08-09 04:00:00,C10577,Web,Credit Card,Completed
O502392,2024-04-12 14:00:00,C10777,Web,Credit Card,Completed
O502393,2025-07-22 18:00:00,C10381,Marketplace,Credit Card,Completed
O502394,2025-02-13 06:00:00,C10716,Web,Cash,Refunded
O502395,2025-07-16 04:00:00,C10569,marketplace,MercadoPago,Completed
O502396,2024-01-12 23:00:00,C10712,Web,Debit Card,Completed
O502397,2024-09-05 01:00:00,C10736,Marketplace,Credit Card,Completed
O502398,2024-06-27 10:00:00,C10141,Web,MercadoPago,Completed
O502399,2024-03-20 11:00:00,C10892,Web,Credit Card,Completed
O502400,2024-02-18 09:00:00,C10367,Web,Credit Card,Completed
O502401,2024-01-06 09:00:00,C10083,Web,Credit Card,Cancelled
O502402,2024-09-21 01:00:00,C10142,Web,MercadoPago,Completed
O502403,2024-04-08 11:00:00,C10351,Marketplace,Credit Card,Completed
O502404,2024-12-05 15:00:00,C10544,Web,Credit Card,Completed
O502405,2024-09-06 07:00:00,C10151,Web,Debit Card,Completed
O502406,2024-01-06 23:00:00,C10157,Marketplace,Credit Card,Refunded
O502407,2024-12-07 23:00:00,C10445,Web,Debit Card,Completed
O502408,2024-11-07 05:00:00,C10652,Instagram,Debit Card,Completed
O502409,2024-01-11 04:00:00,C10762,WhatsApp,Credit Card,Completed
O502410,2024-02-08 14:00:00,C10302,Web,Credit Card,Completed
O502411,2024-05-12 10:00:00,C10623,Web,Credit Card,Cancelled
O502412,2024-03-31 16:00:00,C10655,Web,MercadoPago,Completed
O502413,2024-07-27 10:00:00,C10449,Marketplace,MercadoPago,Completed
O502414,2024-02-06 22:00:00,C10720,Mobile App,Credit Card,Completed
O502415,2024-12-21 12:00:00,C10223,Mobile App,Credit Card,Completed
O502416,2025-03-02 19:00:00,C10042,Marketplace,Credit Card,Completed
O502417,2024-05-21 14:00:00,C10263,Web,Debit Card,Completed
O502418,2025-07-25 17:00:00,C10755,Marketplace,Transfer,Completed
O502419,2025-05-20 22:00:00,C10002,Marketplace,Credit Card,Completed
O502420,2024-12-20 01:00:00,C10636,Mobile App,Transfer,Completed
O502421,2025-01-14 03:00:00,C10267,instagram,Transfer,Completed
O502422,2024-04-20 14:00:00,C10595,Marketplace,MercadoPago,Completed
O502423,2025-05-14 08:00:00,C10015,Web,Credit Card,Completed
O502424,2024-11-04 00:00:00,C10333,Web,Credit Card,Completed
O502425,2025-05-24 18:00:00,C10463,Mobile App,Credit Card,Cancelled
O502426,2024-02-27 03:00:00,C10058,Web,MercadoPago,Completed
O502427,2024-10-24 07:00:00,C10176,WhatsApp,MercadoPago,Refunded
O502428,2024-01-14 08:00:00,C10062,Web,Debit Card,Completed
O502429,2024-07-12 22:00:00,C10560,Mobile App,Credit Card,Completed
O502430,2025-05-25 11:00:00,C10306,Mobile App,Credit Card,Completed
O502431,2024-08-08 20:00:00,C10245,Web,Credit Card,Pending
O502432,2024-10-08 17:00:00,C10288,instagram,Debit Card,Completed
O502433,2024-10-12 14:00:00,C10797,Instagram,Credit Card,Completed
O502434,2024-08-17 09:00:00,C10331,Mobile App,Credit Card,Pending
O502435,2025-01-23 11:00:00,C10526,Web,Transfer,Refunded
O502436,2025-03-24 18:00:00,C10849,Web,Credit Card,Completed
O502437,2024-09-30 01:00:00,C10254,Web,Debit Card,Pending
O502438,2024-06-17 10:00:00,C10603,Web,Credit Card,Completed
O502439,2025-04-26 15:00:00,C10509,Mobile App,MercadoPago,Completed
O502440,2025-01-10 09:00:00,C10790,WhatsApp,Debit Card,Completed
O502441,2025-07-15 18:00:00,C10717,Mobile App,MercadoPago,Completed
O502442,2024-11-08 10:00:00,C10605,Instagram,Debit Card,Completed
O502443,2024-10-03 12:00:00,C10736,Mobile App,MercadoPago,Completed
O502444,2024-11-02 18:00:00,C10812,Mobile App,MercadoPago,Completed
O502445,2024-01-01 11:00:00,C10829,Instagram,Debit Card,Completed
O502446,2024-01-09 02:00:00,C10462,Mobile App,MercadoPago,Refunded
O502447,2024-04-15 17:00:00,C10198,instagram,Credit Card,Completed
O502448,2024-04-28 10:00:00,C10270,Web,Credit Card,Pending
O502449,2024-04-02 21:00:00,C10745,Web,Credit Card,Pending
O502450,2024-05-05 09:00:00,C10557,Instagram,Debit Card,Cancelled
O502451,2024-11-28 16:00:00,C10063,mobile app,Transfer,Completed
O502452,2025-06-23 07:00:00,C10229,Instagram,MercadoPago,Completed
O502453,2024-03-27 13:00:00,C10248,Instagram,Credit Card,Completed
O502454,2024-11-22 21:00:00,C10245,Web,Credit Card,Completed
O502455,2024-06-10 03:00:00,C10586,Mobile App,Credit Card,Completed
O502456,2025-07-12 15:00:00,C10156,Web,Transfer,Completed
O502457,2024-07-22 01:00:00,C10734,Mobile App,Credit Card,Completed
O502458,2024-12-25 19:00:00,C10701,Marketplace,MercadoPago,Pending
O502459,2024-01-13 09:00:00,C10563,Web,Credit Card,Cancelled
O502460,2025-06-29 15:00:00,C10087,Mobile App,Credit Card,Completed
O502461,2024-09-01 00:00:00,C10312,Marketplace,MercadoPago,Completed
O502462,2025-01-11 12:00:00,C10850,Web,Debit Card,Completed
O502463,2024-02-12 07:00:00,C10065,Marketplace,Credit Card,Refunded
O502464,2024-02-27 16:00:00,C10661,Mobile App,Debit Card,Completed
O502465,2025-02-03 13:00:00,C10019,Instagram,Credit Card,Completed
O502466,2024-12-30 09:00:00,C10032,web,Cash,Completed
O502467,2024-04-07 22:00:00,C10839,Web,Debit Card,Completed
O502468,2025-06-13 12:00:00,C10792,Mobile App,Credit Card,Pending
O502469,2024-02-22 21:00:00,C10557,Web,Debit Card,Completed
O502470,2024-02-22 12:00:00,C10072,WhatsApp,Credit Card,Completed
O502471,2024-11-16 21:00:00,C10865,Web,MercadoPago,Refunded
O502472,2024-12-15 00:00:00,C10824,Marketplace,MercadoPago,Refunded
O502473,2024-07-09 03:00:00,C10342,Mobile App,MercadoPago,Refunded
O502474,2024-10-14 09:00:00,C10132,Web,Credit Card,Completed
O502475,2025-03-17 18:00:00,C10054,Web,Credit Card,Completed
O502476,2025-07-20 10:00:00,C10060,Mobile App,Credit Card,Completed
O502477,2024-08-24 08:00:00,C10856,Mobile App,Transfer,Completed
O502478,2025-06-09 23:00:00,C10519,Web,Debit Card,Completed
O502479,2025-03-09 09:00:00,C10271,Instagram,Debit Card,Completed
O502480,2024-08-21 01:00:00,C10245,Web,MercadoPago,Completed
O502481,2025-05-09 08:00:00,C10175,Web,Credit Card,Cancelled
O502482,2024-09-13 11:00:00,C10627,Mobile App,Credit Card,Completed
O502483,2024-08-18 23:00:00,C10316,Web,Credit Card,Cancelled
O502484,2024-10-28 16:00:00,C10782,Instagram,Credit Card,Completed
O502485,2024-07-14 03:00:00,C10704,Web,Credit Card,Completed
O502486,2024-03-19 09:00:00,C10661,Web,Debit Card,Completed
O502487,2025-06-04 08:00:00,C10130,Web,Credit Card,Completed
O502488,2024-12-29 01:00:00,C10101,Mobile App,Credit Card,Completed
O502489,2025-02-23 23:00:00,C10309,Mobile App,MercadoPago,Refunded
O502490,2025-03-23 16:00:00,C10781,Mobile App,Credit Card,Completed
O502491,2024-06-07 17:00:00,C10291,Web,Transfer,Cancelled
O502492,2024-08-29 23:00:00,C10721,Web,Credit Card,Completed
O502493,2024-07-22 11:00:00,C10494,Marketplace,Debit Card,Refunded
O502494,2024-10-27 06:00:00,C10360,Web,MercadoPago,Completed
O502495,2024-06-22 03:00:00,C10337,Instagram,Credit Card,Completed
O502496,2024-07-13 17:00:00,C10578,Web,Debit Card,Completed
O502497,2025-06-09 08:00:00,C10009,Marketplace,MercadoPago,Completed
O502498,2025-07-26 18:00:00,C10048,Web,Debit Card,Cancelled
O502499,2025-05-01 07:00:00,C10486,Mobile App,Credit Card,Completed
O502500,2025-07-04 10:00:00,C10622,Web,Credit Card,Completed
O502501,2024-02-28 17:00:00,C10320,Web,Transfer,Completed
O502502,2025-02-15 22:00:00,C10730,Web,MercadoPago,Completed
O502503,2025-06-19 16:00:00,C10568,Web,Credit Card,Completed
O502504,2024-08-04 13:00:00,C10794,Web,Credit Card,Completed
O502505,2024-11-06 12:00:00,C10624,Mobile App,Credit Card,Completed
O502506,2024-12-29 06:00:00,C10132,Mobile App,Credit Card,Completed
O502507,2025-03-28 04:00:00,C10582,Marketplace,Credit Card,Completed
O502508,2024-03-31 12:00:00,C10082,Mobile App,Credit Card,Completed
O502509,2025-07-02 06:00:00,C10056,Mobile App,Credit Card,Refunded
O502510,2024-01-12 15:00:00,C10375,Web,Credit Card,Cancelled
O502511,2025-04-09 20:00:00,C10348,Mobile App,MercadoPago,Completed
O502512,2024-06-14 17:00:00,C10270,Web,Credit Card,Completed
O502513,2024-04-21 05:00:00,C10482,Marketplace,Credit Card,Completed
O502514,2025-04-06 21:00:00,C10110,Web,Credit Card,Completed
O502515,2024-11-22 01:00:00,C10868,Web,MercadoPago,Completed
O502516,2025-02-18 07:00:00,C10886,Mobile App,MercadoPago,Pending
O502517,2024-06-14 21:00:00,C10075,Web,MercadoPago,Completed
O502518,2024-07-17 17:00:00,C10157,Instagram,Credit Card,Completed
O502519,2024-08-06 15:00:00,C10531,Instagram,MercadoPago,Completed
O502520,2025-03-15 17:00:00,C10642,Web,Credit Card,Completed
O502521,2024-07-03 11:00:00,C10328,Web,Credit Card,Completed
O502522,2025-07-14 21:00:00,C10121,Mobile App,Debit Card,Completed
O502523,2024-09-12 15:00:00,C10040,Mobile App,MercadoPago,Completed
O502524,2024-08-20 05:00:00,C10166,Web,MercadoPago,Completed
O502525,2024-06-21 03:00:00,C10641,Marketplace,MercadoPago,Cancelled
O502526,2025-02-16 12:00:00,C10022,Mobile App,MercadoPago,Completed
O502527,2025-07-26 03:00:00,C10278,Web,Credit Card,Completed
O502528,2024-10-26 13:00:00,C10762,Web,Credit Card,Completed
O502529,2025-03-29 06:00:00,C10468,Marketplace,Credit Card,Cancelled
O502530,2025-04-06 23:00:00,C10399,web,MercadoPago,Refunded
O502531,2025-07-23 11:00:00,C10008,Marketplace,Credit Card,Completed
O502532,2024-07-07 23:00:00,C10012,Web,MercadoPago,Completed
O502533,2024-04-25 16:00:00,C10818,Mobile App,Credit Card,Completed
O502534,2025-01-22 23:00:00,C10831,Instagram,Credit Card,Completed
O502535,2025-04-10 20:00:00,C10051,Instagram,Credit Card,Completed
O502536,2025-06-02 19:00:00,C10208,Web,Credit Card,Completed
O502537,2025-06-02 03:00:00,C10549,Web,MercadoPago,Completed
O502538,2024-11-16 17:00:00,C10611,Marketplace,Credit Card,Completed
O502539,2024-12-15 10:00:00,C10704,Web,Credit Card,Completed
O502540,2024-01-28 14:00:00,C10401,Web,Credit Card,Completed
O502541,2024-12-27 07:00:00,C10190,Instagram,Credit Card,Completed
O502542,2024-12-01 04:00:00,C10050,Web,Credit Card,Completed
O502543,2024-06-24 18:00:00,C10392,Web,Credit Card,Completed
O502544,2025-02-04 15:00:00,C10652,Web,MercadoPago,Completed
O502545,2024-07-29 20:00:00,C10679,Mobile App,Credit Card,Completed
O502546,2025-03-30 04:00:00,C10822,Mobile App,Credit Card,Completed
O502547,2025-04-18 15:00:00,C10620,web,Debit Card ,Completed
O502548,2024-09-01 18:00:00,C10718,Web,Credit Card,Completed
O502549,2024-08-20 13:00:00,C10299,Web,Credit Card,Completed
O502550,2025-05-15 06:00:00,C10621,Mobile App,Debit Card,Completed
O502551,2024-03-24 22:00:00,C10195,Web,Credit Card,Pending
O502552,2024-06-06 21:00:00,C10416,Instagram,Transfer,Completed
O502553,2025-06-25 13:00:00,C10663,Web,Debit Card,Completed
O502554,2025-03-19 03:00:00,C10419,WhatsApp,MercadoPago,Completed
O502555,2025-01-14 07:00:00,C10754,Web,MercadoPago,Pending
O502556,2025-07-22 16:00:00,C10639,Marketplace,Credit Card,Pending
O502557,2024-10-24 20:00:00,C10616,Web,Credit Card,Completed
O502558,2024-11-19 14:00:00,C10521,Web,Credit Card,Completed
O502559,2025-04-20 05:00:00,C10355,Instagram,Credit Card,Completed
O502560,2024-04-08 12:00:00,C10147,Instagram,MercadoPago,Pending
O502561,2024-05-31 05:00:00,C10364,Web,MercadoPago,Completed
O502562,2024-09-03 15:00:00,C10363,Marketplace,Debit Card,Cancelled
O502563,2024-08-24 11:00:00,C10651,Mobile App,Debit Card,Completed
O502564,2025-05-01 00:00:00,C10701,Instagram,Credit Card,Completed
O502565,2025-01-04 16:00:00,C10401,Web,Debit Card,Completed
O502566,2025-07-21 13:00:00,C10605,Mobile App,MercadoPago,Completed
O502567,2024-10-03 14:00:00,C10491,Mobile App,Debit Card,Cancelled
O502568,2024-07-12 19:00:00,C10228,Web,Credit Card,Completed
O502569,2024-01-26 09:00:00,C10574,Instagram,Transfer,Cancelled
O502570,2024-11-26 20:00:00,C10851,Web,Credit Card,Completed
O502571,2025-03-07 04:00:00,C10536,Web,Debit Card,Completed
O502572,2024-06-10 02:00:00,C10267,Mobile App,Debit Card,Completed
O502573,2024-01-16 11:00:00,C10404,Mobile App,Credit Card,Completed
O502574,2024-10-18 14:00:00,C10792,Web,Transfer,Completed
O502575,2024-01-26 15:00:00,C10010,Web,MercadoPago,Pending
O502576,2024-10-14 23:00:00,C10319,Instagram,Credit Card,Completed
O502577,2024-09-07 10:00:00,C10712,Web,MercadoPago,Completed
O502578,2024-04-03 21:00:00,C10125,Mobile App,Debit Card,Cancelled
O502579,2024-07-24 22:00:00,C10305,Marketplace,Transfer,Completed
O502580,2025-05-28 18:00:00,C10701,Web,MercadoPago,Completed
O502581,2024-02-06 00:00:00,C10510,Instagram,Debit Card,Completed
O502582,2024-02-22 20:00:00,C10088,Marketplace,MercadoPago,Refunded
O502583,2024-11-06 14:00:00,C10354,Mobile App,Credit Card,Completed
O502584,2025-07-23 10:00:00,C10627,Mobile App,Credit Card,Completed
O502585,2025-01-09 00:00:00,C10351,Mobile App,Transfer,Cancelled
O502586,2024-07-09 11:00:00,C10688,Mobile App,MercadoPago,Completed
O502587,2025-05-30 10:00:00,C10013,Instagram,MercadoPago,Completed
O502588,2024-08-05 21:00:00,C10256,Web,Debit Card,Completed
O502589,2024-04-03 05:00:00,C10208,Web,Debit Card,Cancelled
O502590,2024-06-17 22:00:00,C10280,Web,Credit Card,Completed
O502591,2025-06-29 07:00:00,C10442,Web,Cash,Completed
O502592,2024-02-08 23:00:00,C10839,Web,Credit Card,Completed
O502593,2025-05-22 04:00:00,C10836,Instagram,Transfer,Completed
O502594,2024-09-23 10:00:00,C10388,Mobile App,Debit Card,Completed
O502595,2024-11-24 19:00:00,C10616,Mobile App,Debit Card,Completed
O502596,2025-03-14 18:00:00,C10482,Mobile App,Credit Card,Completed
O502597,2024-01-14 13:00:00,C10146,Marketplace,Cash,Completed
O502598,2025-02-09 06:00:00,C10278,Mobile App,Debit Card,Completed
O502599,2025-05-01 08:00:00,C10520,Instagram,MercadoPago,Completed
O502600,2024-11-19 22:00:00,C10629,Web,Credit Card,Completed
O502601,2024-06-09 21:00:00,C10605,Instagram,Debit Card,Completed
O502602,2024-03-23 17:00:00,C10433,Mobile App,Transfer,Completed
O502603,2024-07-24 12:00:00,C10143,Web,Transfer,Completed
O502604,2024-07-10 19:00:00,C10288,Mobile App,MercadoPago,Completed
